Players;No,;Pl1;Pl2;Def;L1;L2;Butler;Bid;Play1;Play2;;Lead1;Lead2;Def
STOCKDALE Susan - BROWN Fiona;208;43;57;108;42;66;1,10;0,61;0,13;0,20;-0,13;0,03;0,25
SIMONS Anneke - PASMAN Jet;223;41;65;117;55;62;0,91;0,45;0,09;0,02;0,03;-0,01;0,32
BALDYSZ Cathy - SARNIAK Anna;224;47;77;100;56;44;0,89;0,30;0,03;0,56;0,08;-0,03;-0,06
WORTEL Meike - MICHIELSEN Marion;224;63;54;107;48;59;0,88;0,43;0,15;0,06;0,13;0,01;0,11
YAN Ru - LIU Yan;256;64;56;134;81;53;0,88;0,42;0,13;0,06;0,09;0,02;0,15
WANG Liping - WANG Wen Fei;240;66;57;117;51;66;0,71;0,52;0,11;0,04;-0,01;-0,05;0,10
YAVAS Dilek - OYMEN Ozlem;224;68;59;97;52;45;0,67;0,47;0,18;-0,04;0,02;0,05;-0,01
LEVITINA Irina - SANBORN Kerri;288;84;62;142;78;64;0,65;0,21;-0,03;0,15;0,00;0,04;0,28
DEAS Lynn - PALMER Beth;272;62;82;128;60;68;0,64;0,20;0,19;0,12;-0,03;0,09;0,07
ADUT Vera - ATALAY Belis;192;37;60;95;51;44;0,59;0,42;0,01;0,19;-0,02;0,11;-0,12
ZUR-CAMPANILE Migry - MEYERS Jill;240;70;58;112;50;62;0,59;0,04;-0,00;0,25;0,02;0,04;0,24
TACZEWSKA Joanna - DUFRAT Katarzyna;224;63;50;111;64;47;0,58;0,53;0,09;-0,04;-0,09;-0,01;0,09
VAN ZWOL Wietske - ARNOLDS Carla;223;51;74;98;53;45;0,56;0,39;0,08;0,04;0,04;0,01;-0,00
SONSINI Barbara - RADIN Judi;112;21;31;60;28;32;0,49;0,21;-0,06;0,17;0,04;0,09;0,04
GAVIARD Daniele - REESS Vanessa;208;59;51;98;45;53;0,47;0,15;0,04;0,08;0,06;0,05;0,09
CUMPSTONE Karen - EATON Joan;224;60;51;112;53;59;0,46;0,19;0,09;0,00;0,01;0,11;0,06
SHIMAMURA Kyoko - SATO Makiko;224;68;40;115;55;60;0,45;0,47;0,20;-0,03;-0,14;-0,07;0,03
WOLPERT Jenny - LEVIN Jill;207;46;56;105;50;55;0,45;0,37;0,10;0,09;-0,03;0,11;-0,19
